"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 27 21:52:29 GMT 2025","Thu Mar 27 21:52:34 GMT 2025","5682","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","userCanNotCreateBuildConfWithEmptyName","User can't create a build configuration with an empty Build Configuration Name",""
"passed","Thu Mar 27 21:50:06 GMT 2025","Thu Mar 27 21:50:59 GMT 2025","52633","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Mar 27 21:52:20 GMT 2025","Thu Mar 27 21:52:23 GMT 2025","2604","Surefire suite","Surefire test","com.example.teamcity.ui.SearchProjectByNameTest","com.example.teamcity.ui.SearchProjectByNameTest","searchProjectByName","User should be able to search for a project by name",""
"passed","Thu Mar 27 21:52:40 GMT 2025","Thu Mar 27 21:52:48 GMT 2025","7538","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildConfigurationTest","com.example.teamcity.ui.CreateBuildConfigurationTest","userCreatesBuildConfiguration","User should be able to create build configuration",""
"passed","Thu Mar 27 21:52:14 GMT 2025","Thu Mar 27 21:52:14 GMT 2025","2","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to craete project without name",""
"passed","Thu Mar 27 21:51:47 GMT 2025","Thu Mar 27 21:52:07 GMT 2025","20635","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProject","User should be able to create project",""
